ID,URL,Title,Author,Category,Publish,Page,Size (MB),Downloads
5971,https://pdfdrive.to//download/stories-from-thucydides-by-thucydides,Stories from Thucydides by Thucydides,,History,2005,,0.2,1
5972,https://pdfdrive.to//download/la-poste-par-pigeons-voyageurs-souvenir-du-siege-de-paris-by-dagron,La poste par pigeons voyageurs: Souvenir du siége de Paris by Dagron,,History,2006,,0.08,1
5973,https://pdfdrive.to//download/the-postal-power-of-congress-a-study-in-constitutional-expansion-by-lindsay-rogers,The postal power of Congress: A study in constitutional expansion by Lindsay Rogers,,History,2015,,0.33,0
5974,https://pdfdrive.to//download/the-position-of-woman-in-primitive-society-a-study-of-the-matriarchy-by-hartley,The Position of Woman in Primitive Society: A Study of the Matriarchy by Hartley,,History,2010,,0.26,10
5975,https://pdfdrive.to//download/pottery-and-porcelain-from-early-times-down-to-the-philadelphia-exhibition-of,"Pottery and Porcelain, from early times down to the Philadelphia exhibition of",,History,2014,,50.9,3
5976,https://pdfdrive.to//download/het-portret-van-dorian-gray-by-oscar-wilde,Het portret van Dorian Gray by Oscar Wilde,,History,2003,,0.21,4
5977,https://pdfdrive.to//download/portraits-of-the-nineties-by-e-t-raymond,Portraits of the Nineties by E. T. Raymond,,History,2019,,1.26,1
5978,https://pdfdrive.to//download/meine-mission-nach-abessinien-by-gerhard-rohlfs,Meine Mission nach Abessinien by Gerhard Rohlfs,,History,2018,,8.76,4
5979,https://pdfdrive.to//download/the-life-and-correspondence-of-sir-isaac-brock-kb-by-sir-isaac-brock,"The Life and Correspondence of Sir Isaac Brock, K.B. by Sir Isaac Brock",,History,2004,,0.4,5
5980,https://pdfdrive.to//download/life-and-adventures-of-calamity-jane-by-calamity-jane,Life and Adventures of Calamity Jane by Calamity Jane,,History,1996,,0.07,3
5981,https://pdfdrive.to//download/a-lieutenant-at-eighteen-by-oliver-optic,A Lieutenant at Eighteen by Oliver Optic,,History,2008,,0.47,0
5982,https://pdfdrive.to//download/stories-from-livy-by-alfred-john-church,Stories From Livy by Alfred John Church,,History,2007,,3.41,0
5983,https://pdfdrive.to//download/stories-from-english-history-by-hilda-t-skae,Stories from English History by Hilda T. Skae,"Skae, Hilda T.",History,2008,,0.43,4
5984,https://pdfdrive.to//download/a-portrait-of-old-george-town-by-grace-dunlop-peter,A Portrait of Old George Town by Grace Dunlop Peter,"Peter, Grace Dunlop",History,2009,,3.31,0
5985,https://pdfdrive.to//download/le-portrait-de-dorian-gray-by-oscar-wilde,Le portrait de Dorian Gray by Oscar Wilde,,History,2004,,0.25,43
5986,https://pdfdrive.to//download/portrait-and-biography-of-parson-brownlow-the-tennessee-patriot-by-brownlow,"Portrait and Biography of Parson Brownlow, The Tennessee Patriot by Brownlow",,History,2011,,0.24,0
5987,https://pdfdrive.to//download/porto-rico-its-history-products-and-possibilities-by-a-d-hall,"Porto Rico: Its History, Products and Possibilities by A. D. Hall","Hall, A. D. (Arthur D.)",History,2010,,1.11,2
5988,https://pdfdrive.to//download/port-arthur-a-monster-heroism-by-richard-barry,Port Arthur: A Monster Heroism by Richard Barry,,History,2017,,2.19,7
5989,https://pdfdrive.to//download/pormestarin-vaimo-romaani-by-georg-ebers,Pormestarin vaimo: Romaani by Georg Ebers,,History,2022,,0.31,0
5990,https://pdfdrive.to//download/medieval-people-by-eileen-power,Medieval People by Eileen Power,,History,2004,,1.24,9
5991,https://pdfdrive.to//download/medieval-english-nunneries-c-1275-to-1535-by-eileen-power,Medieval English Nunneries c. 1275 to 1535 by Eileen Power,,History,2012,,2.72,4
5992,https://pdfdrive.to//download/medieval-europe-by-h-w-carless-davis,Medieval Europe by H. W. Carless Davis,,History,2004,,0.18,5
5993,https://pdfdrive.to//download/medicine-in-virginia-1607-1699-by-thomas-proctor-hughes,"Medicine in Virginia, 1607-1699 by Thomas Proctor Hughes",,History,2009,,0.12,1
5994,https://pdfdrive.to//download/medical-thoughts-of-shakespeare-by-benjamin-rush-field,Medical Thoughts of Shakespeare by Benjamin Rush Field,,History,2020,,0.26,1
5995,https://pdfdrive.to//download/medical-investigation-in-seventeenth-century-england-by-bodemer-and-king,Medical Investigation in Seventeenth Century England by Bodemer and King,"Bodemer, Charles W.",History,2009,,0.12,1
5996,https://pdfdrive.to//download/el-libro-rojo-1520-1867-tomo-i-by-rafael-martinez-de-la-torre-et-al,"El libro rojo, 1520-1867, Tomo I by Rafael Martinez de la Torre et al.",,History,2016,,0.3,3
5997,https://pdfdrive.to//download/el-libro-rojo-1520-1867-tomo-ii-by-rafael-martinez-de-la-torre-et-al,"El libro rojo, 1520-1867, Tomo II by Rafael Martinez de la Torre et al.",,History,2016,,0.34,2
5998,https://pdfdrive.to//download/storia-ditalia-dal-1789-al-1814-tomo-vi-by-carlo-botta,"Storia d'Italia dal 1789 al 1814, tomo VI by Carlo Botta",,History,2014,,0.33,1
5999,https://pdfdrive.to//download/storia-ditalia-dal-1789-al-1814-tomo-v-by-carlo-botta,"Storia d'Italia dal 1789 al 1814, tomo V by Carlo Botta",,History,2014,,0.33,0
6000,https://pdfdrive.to//download/storia-ditalia-dal-1789-al-1814-tomo-iv-by-carlo-botta,"Storia d'Italia dal 1789 al 1814, tomo IV by Carlo Botta",,History,2014,,0.35,2
6001,https://pdfdrive.to//download/storia-ditalia-dal-1789-al-1814-tomo-i-by-carlo-botta,"Storia d'Italia dal 1789 al 1814, tomo I by Carlo Botta",,History,2014,,0.34,0
6002,https://pdfdrive.to//download/storia-ditalia-dal-1789-al-1814-tomo-ii-by-carlo-botta,"Storia d'Italia dal 1789 al 1814, tomo II by Carlo Botta",,History,2014,,0.3,1
6003,https://pdfdrive.to//download/storia-ditalia-dal-1789-al-1814-tomo-iii-by-carlo-botta,"Storia d'Italia dal 1789 al 1814, tomo III by Carlo Botta",,History,2014,,0.32,1
6004,https://pdfdrive.to//download/a-popular-history-of-ireland-from-the-earliest-period-to-the-emancipation-of,A Popular History of Ireland : from the Earliest Period to the Emancipation of,,History,2004,,0.51,2
6005,https://pdfdrive.to//download/a-popular-history-of-france-from-the-earliest-times-volume-4-by-francois-guizot,"A Popular History of France from the Earliest Times, Volume 4 by François Guizot",,History,2004,,7.02,1
6006,https://pdfdrive.to//download/a-popular-history-of-france-from-the-earliest-times-volume-6-by-francois-guizot,"A Popular History of France from the Earliest Times, Volume 6 by François Guizot",,History,2004,,9.76,0
6007,https://pdfdrive.to//download/a-popular-history-of-france-from-the-earliest-times-by-francois-guizot,A Popular History of France from the Earliest Times by François Guizot,,History,2009,,0.19,1
6008,https://pdfdrive.to//download/a-popular-history-of-france-from-the-earliest-times-volume-3-by-francois-guizot,"A Popular History of France from the Earliest Times, Volume 3 by François Guizot",,History,2004,,5,0
6009,https://pdfdrive.to//download/a-popular-history-of-england-from-the-earliest-times-to-the-reign-of-queen,"A Popular History of England, From the Earliest Times to the Reign of Queen",,History,2020,,5.34,2
6010,https://pdfdrive.to//download/a-popular-history-of-france-from-the-earliest-times-volume-1-by-francois-guizot,"A Popular History of France from the Earliest Times, Volume 1 by François Guizot",,History,2004,,6.27,5
6011,https://pdfdrive.to//download/a-popular-history-of-astronomy-during-the-nineteenth-century-by-agnes-m-clerke,A Popular History of Astronomy During the Nineteenth Century by Agnes M. Clerke,,History,2009,,0.9,2
6012,https://pdfdrive.to//download/a-popular-history-of-france-from-the-earliest-times-volume-2-by-francois-guizot,"A Popular History of France from the Earliest Times, Volume 2 by François Guizot",,History,2004,,5.23,4
6013,https://pdfdrive.to//download/mediaeval-socialism-by-bede-jarrett,Mediaeval Socialism by Bede Jarrett,,History,2006,,0.14,5
6014,https://pdfdrive.to//download/medival-wales-by-a-g-little,Mediæval Wales by A. G. Little,,History,2008,,0.43,3
6015,https://pdfdrive.to//download/medival-london-volume-1-historical-social-by-walter-besant,"Mediæval London, Volume 1: Historical & Social by Walter Besant",,History,2018,,7.08,7
6016,https://pdfdrive.to//download/the-medallic-history-of-the-united-states-of-america-1776-1876-by-j-f-loubat,The Medallic History of the United States of America 1776-1876 by J. F. Loubat,,History,2007,,3.6,1
6017,https://pdfdrive.to//download/a-popular-history-of-france-from-the-earliest-times-volume-5-by-francois-guizot,"A Popular History of France from the Earliest Times, Volume 5 by François Guizot",,History,2004,,11.66,5
6018,https://pdfdrive.to//download/storia-dinghilterra-vol-2-by-baron-thomas-babington-macaulay-macaulay,"Storia d'Inghilterra, vol 2 by Baron Thomas Babington Macaulay Macaulay",,History,2014,,0.64,4
6019,https://pdfdrive.to//download/storia-di-milano-vol-1-by-pietro-verri,"Storia di Milano, vol. 1 by Pietro Verri",,History,2019,,0.42,6
6020,https://pdfdrive.to//download/storia-di-milano-vol-2-by-pietro-verri,"Storia di Milano, vol. 2 by Pietro Verri",,History,2019,,0.41,4
6021,https://pdfdrive.to//download/storia-di-carlomagno-vol-12-by-m-capefigue,Storia di Carlomagno vol. 1/2 by M. Capefigue,,History,2021,,0.58,3
6022,https://pdfdrive.to//download/storia-del-quindici-maggio-in-napoli-by-tommaso-cimino,Storia del Quindici Maggio in Napoli by Tommaso Cimino,"Cimino, Tommaso",History,2015,,0.11,2
6023,https://pdfdrive.to//download/storia-delle-repubbliche-italiane-dei-secoli-di-mezzo-v-16-of-16-by-sismondi,"Storia delle repubbliche italiane dei secoli di mezzo, v. 16 (of 16) by Sismondi",,History,2013,,0.35,0
6024,https://pdfdrive.to//download/storia-delle-repubbliche-italiane-dei-secoli-di-mezzo-v-14-of-16-by-sismondi,"Storia delle repubbliche italiane dei secoli di mezzo, v. 14 (of 16) by Sismondi",,History,2013,,0.36,0
6025,https://pdfdrive.to//download/storia-dinghilterra-vol-1-by-baron-thomas-babington-macaulay-macaulay,"Storia d'Inghilterra, vol 1 by Baron Thomas Babington Macaulay Macaulay",,History,2014,,0.64,5
6026,https://pdfdrive.to//download/storia-delle-repubbliche-italiane-dei-secoli-di-mezzo-v-13-of-16-by-sismondi,"Storia delle repubbliche italiane dei secoli di mezzo, v. 13 (of 16) by Sismondi",,History,2013,,0.35,1
6027,https://pdfdrive.to//download/storia-di-milano-vol-3-by-pietro-verri,"Storia di Milano, vol. 3 by Pietro Verri",,History,2019,,0.39,4
6028,https://pdfdrive.to//download/storia-delle-repubbliche-italiane-dei-secoli-di-mezzo-v-12-of-16-by-sismondi,"Storia delle repubbliche italiane dei secoli di mezzo, v. 12 (of 16) by Sismondi",,History,2013,,0.35,0
6029,https://pdfdrive.to//download/storia-delle-repubbliche-italiane-dei-secoli-di-mezzo-v-11-of-16-by-sismondi,"Storia delle repubbliche italiane dei secoli di mezzo, v. 11 (of 16) by Sismondi",,History,2013,,0.3,0
6030,https://pdfdrive.to//download/storia-di-carlomagno-vol-22-by-m-capefigue,Storia di Carlomagno vol. 2/2 by M. Capefigue,,History,2021,,0.42,4
6031,https://pdfdrive.to//download/storia-delle-repubbliche-italiane-dei-secoli-di-mezzo-v-15-of-16-by-sismondi,"Storia delle repubbliche italiane dei secoli di mezzo, v. 15 (of 16) by Sismondi",,History,2013,,0.32,0
6032,https://pdfdrive.to//download/storia-delle-repubbliche-italiane-dei-secoli-di-mezzo-v-10-of-16-by-sismondi,"Storia delle repubbliche italiane dei secoli di mezzo, v. 10 (of 16) by Sismondi",,History,2013,,0.32,1
6033,https://pdfdrive.to//download/medival-london-by-william-benham-and-charles-welch,Mediæval London by William Benham and Charles Welch,,History,2013,,5.47,3
6034,https://pdfdrive.to//download/introduction-to-solidworks,Introduction to SolidWorks,,Engineering,2014,207,7.22,178
6035,https://pdfdrive.to//download/fundamentals-of-probability-and-statistics-for-engineers,Fundamentals of Probability and Statistics for Engineers,,Engineering,2004,408,3.12,216
6036,https://pdfdrive.to//download/mechanical-engineering-principles,Mechanical Engineering Principles,,Engineering,2012,313,4.22,404
6037,https://pdfdrive.to//download/environmental-engineering-fourth-edition,Environmental Engineering FOURTH EDITION,,Engineering,2003,510,12.15,93
6038,https://pdfdrive.to//download/thermodynamics-statistical-physics-and-quantum-mechanics,"Thermodynamics, Statistical Physics, and Quantum Mechanics",,Engineering,2004,374,5.71,98
6039,https://pdfdrive.to//download/wood-handbook-wood-as-an-engineering-material,"Wood Handbook, Wood as an Engineering Material",,Engineering,2010,509,15.07,144
6040,https://pdfdrive.to//download/the-iron-horse-by-r-m-ballantyne,The Iron Horse by R. M. Ballantyne,,Engineering,2007,,0.25,4
6041,https://pdfdrive.to//download/opportunities-in-engineering-by-charles-m-horton,Opportunities in Engineering by Charles M. Horton,,Engineering,2008,,0.12,18
6042,https://pdfdrive.to//download/short-title-catalog-of-publications-and-importations-of-scientific-and,Short-Title Catalog of Publications and Importations of Scientific and,D. Van Nostrand Company,Engineering,2017,,0.11,6
6043,https://pdfdrive.to//download/a-short-list-of-scientific-books-published-by-e-f-n-spon-limited-june,"A Short List of Scientific Books Published by E. & F. N. Spon, Limited. June",E. & F. N. Spon,Engineering,2018,,0.12,5
6044,https://pdfdrive.to//download/a-short-list-of-scientific-books-published-by-e-f-n-spon-ltd-september,"A Short List of Scientific Books Published by E. & F. N. Spon, Ltd. September",E. & F. N. Spon,Engineering,2019,,0.24,0
6045,https://pdfdrive.to//download/a-short-list-of-scientific-books-published-by-e-f-n-spon-limited-february,"A Short List of Scientific Books Published by E. & F. N. Spon, Limited. February",E. & F. N. Spon,Engineering,2018,,0.24,2
6046,https://pdfdrive.to//download/a-short-list-of-the-publications-of-e-f-n-spon-ltd-june-1901,"A Short List of the Publications of E. & F. N. Spon, Ltd. June 1901",E. & F. N. Spon,Engineering,2018,,0.24,0
6047,https://pdfdrive.to//download/a-short-list-of-scientific-books-published-and-sold-by-e-f-n-spon-limited,"A Short List of Scientific Books Published and Sold by E. & F. N. Spon, Limited.",E. & F. N. Spon,Engineering,2018,,0.12,1
6048,https://pdfdrive.to//download/schopfungen-der-ingenieurtechnik-der-neuzeit-by-max-geitel,Schöpfungen der Ingenieurtechnik der Neuzeit by Max Geitel,,Engineering,2014,,2.72,5
6049,https://pdfdrive.to//download/eric-ej1105217-the-relationship-between-students-performance-on-conventional-standardized-mathematics-assessments-and-complex-mathematical-modeling-problems,ERIC EJ1105217: The Relationship between Students' Performance on Conventional Standardized Mathematics Assessments and Complex Mathematical Modeling Problems,ERIC,Engineering,2016,,0.45,1
6050,https://pdfdrive.to//download/eric-ej1106056-extending-engineering-practice-research-with-shared-qualitative-data,ERIC EJ1106056: Extending Engineering Practice Research with Shared Qualitative Data,ERIC,Engineering,2016,,0.4,0
6051,https://pdfdrive.to//download/eric-ej969450-acquiring-software-project-specifications-in-a-virtual-world,ERIC EJ969450: Acquiring Software Project Specifications in a Virtual World,ERIC,Engineering,2012,,0.58,0
6052,https://pdfdrive.to//download/encyclopedia-of-environmental-science-and-engineering,Encyclopedia of Environmental Science and Engineering,,Engineering,2006,1408,15.82,33
6053,https://pdfdrive.to//download/eeen-213-elektrik-elektronik-muhendisliginin-temelleri-ders-notu,EEEN 213 elektrik-elektronik mühendisliğinin temelleri ders notu,,Engineering,2010,407,9.63,10
6054,https://pdfdrive.to//download/compressed sensing in li fi and wi-fi networks,Compressed Sensing in Li-Fi and Wi-Fi Networks,"Malek Benslama, Hatem Mokhtari",Engineering,2017,,0.37,0
6055,https://pdfdrive.to//download/hidden-nature,Hidden Nature,,Environment,2006,257,10.3,59
6056,https://pdfdrive.to//download/planning-and-design-for-sustainable-urban-mobility,Planning and Design for Sustainable Urban Mobility,,Environment,2013,348,5.67,34
6057,https://pdfdrive.to//download/basics-of-environmental-science,Basics of Environmental Science,,Environment,2009,153,6.97,145
6058,https://pdfdrive.to//download/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail,A Walk in the Woods: Rediscovering America on the Appalachian Trail,,Environment,2004,153,0.87,11
6059,https://pdfdrive.to//download/the-nature-fix-why-nature-makes-us-happier-healthier-and-more-creative,"The Nature Fix: Why Nature Makes us Happier, Healthier and More Creative",,Environment,2017,287,7.03,87
6060,https://pdfdrive.to//download/farm-animal-metabolism-and-nutrition,Farm Animal Metabolism and Nutrition,,Environment,2007,433,2.36,23
6061,https://pdfdrive.to//download/climate-change-and-health,Climate Change and Health,,Environment,2015,800,47.52,48
6062,https://pdfdrive.to//download/cities-and-climate-change,Cities and Climate Change,World Bank Group,Environment,2011,328,5.88,41
6063,https://pdfdrive.to//download/sustainable-urban-planning,Sustainable Urban Planning,,Environment,2008,355,2.27,46
6064,https://pdfdrive.to//download/earth-science-0,Earth Science,Rochelle Plott,Environment,2015,352,9.06,37
6065,https://pdfdrive.to//download/adan-zye-iklim-degisikligi,A'dan Z'ye İklim Değişikliği,,Environment,2015,228,8.19,2
6066,https://pdfdrive.to//download/one-two-three-infinty-facts-speculations-in-science,One Two Three... Infinty. Facts & Speculations in Science,,Environment,2009,361,14.33,9
6067,https://pdfdrive.to//download/how-to-grow-more-vegetables,How to Grow More Vegetables,John Jeavons,Environment,2012,545,10.93,50
6068,https://pdfdrive.to//download/enerji-ve-cevre,Enerji ve Çevre,,Environment,2005,121,1.88,0
6069,https://pdfdrive.to//download/kuresel-enerji-politikalar-ve-turkiye,Küresel Enerji Politikaları ve Türkiye,,Environment,2012,584,19.73,1
6070,https://pdfdrive.to//download/the-tiger-a-true-story-of-vengeance-and-survival,The Tiger: A True Story of Vengeance and Survival,,Environment,2017,382,2.63,20
6071,https://pdfdrive.to//download/cevre-koruma-ders-notu,Çevre Koruma - Ders Notu,Unknown User,Environment,2017,179,4.48,0
6072,https://pdfdrive.to//download/an-introduction-to-social-psychology,An Introduction to Social Psychology,,Psychology,2001,324,0.83,272
6073,https://pdfdrive.to//download/flow-and-the-foundations-of-positive-psychology,Flow and the Foundations of Positive Psychology,,Psychology,2014,313,4.19,161
6074,https://pdfdrive.to//download/personality-psychology-and-economics1-pdf,Personality Psychology and Economics1,Clifton Ingram,Psychology,2011,248,2.88,22
6075,https://pdfdrive.to//download/psychologies-uk-spring-2020-pdf,Psychologies UK - Spring 2020,,Psychology,2020,132,67.15,18
6076,https://pdfdrive.to//download/psychologies-uk-03-2020-pdf,Psychologies UK - 03 2020,,Psychology,2020,132,28.72,17
6077,https://pdfdrive.to//download/psychologies-uk-06-2020-pdf,Psychologies UK - 06 2020,,Psychology,2020,100,69.63,19
6078,https://pdfdrive.to//download/psychologies-uk-04-2020-pdf,Psychologies UK - 04 2020,,Psychology,2020,132,81.5,17
6079,https://pdfdrive.to//download/personality-and-social-psychology-pdf,Personality and Social Psychology,,Psychology,2005,691,7.08,175
6080,https://pdfdrive.to//download/individual-differences-and-personality-pdf,Individual Differences and Personality,Colin Cooper,Psychology,2010,376,5.55,258
6081,https://pdfdrive.to//download/psychology-4th-edition-pdf,"Psychology, 4th Edition",Michael J. Kalsher,Psychology,1997,776,1.19,53
6082,https://pdfdrive.to//download/handbook-of-psychology-personality-and-social-psychology-pdf,"Handbook of Psychology, Personality and Social Psychology","Irving B. Weiner, Theodore Millon, Melvin J. Lerner",Psychology,2003,691,7.17,297
6083,https://pdfdrive.to//download/handbook-of-psychology-personality-and-social-psychology-pdf-0,Handbook of psychology. Personality and social psychology,Irving B. Weiner,Psychology,2003,691,2.64,225
6084,https://pdfdrive.to//download/criminal-psychology-a-beginners-guide-pdf,Criminal Psychology : a Beginner's Guide,,Psychology,2006,203,0.79,353
6085,https://pdfdrive.to//download/personality-individual-differences-and-intelligence-pdf,"Personality, Individual Differences and Intelligence","Liz Day, Ann Macaskill, John Maltby",Psychology,2016,816,29.93,104
6086,https://pdfdrive.to//download/the-psychology-of-gratitude-pdf,The Psychology of Gratitude,"Robert A. Emmons, Michael E. McCullough",Psychology,2004,385,2.38,98
6087,https://pdfdrive.to//download/the-search-for-happiness-pdf,The Search for Happiness,William Peter King,Psychology,2021,192,6.96,139
6088,https://pdfdrive.to//download/handbook-of-personality-psychology-pdf,Handbook of Personality Psychology,"Robert Hogan, John Johnson, Stephen Briggs",Psychology,1997,1012,19.93,135
6089,https://pdfdrive.to//download/transformations-in-self-psychology-pdf,Transformations in Self Psychology,William J. Coburn,Psychology,2004,368,141.58,57
6090,https://pdfdrive.to//download/personality-and-intelligence-at-work-exploring-and-explaining-individual-differences-at-work-pdf,Personality and Intelligence at Work: Exploring and Explaining Individual Differences at Work,Furnham A.,Psychology,2008,433,2.55,44
6091,https://pdfdrive.to//download/personality-individual-differences-and-intelligence-pdf-0,"Personality, individual differences, and intelligence","Liz Day, Ann Macaskill, John Maltby, Dawson Books",Psychology,2010,815,31.44,59
6092,https://pdfdrive.to//download/psychology-and-economic-injustice-personal-professional-and-political-intersections-psychology-pdf,"Psychology And Economic Injustice: Personal, Professional, And Political Intersections (Psychology","Bernice E. Lott, Heather E. Bullock",Psychology,2007,197,8.3,33
6093,https://pdfdrive.to//download/psychology-eighth-edition-pdf,Psychology (Eighth Edition),"Douglas A. Bernstein, Louis A. Penner, Edward Roy",Psychology,2007,941,46.75,148
6094,https://pdfdrive.to//download/personality-individual-differences-and-intelligence-pdf-3,"Personality, individual differences, and intelligence","Liz Day, Ann Macaskill",Psychology,2010,815,31.43,32
6095,https://pdfdrive.to//download/personality-and-intelligence-at-work-exploring-and-explaining-individual-differences-at-work-pdf-0,Personality and intelligence at work: exploring and explaining individual differences at work,Adrian Furnham,Psychology,2008,433,2.56,46
6096,https://pdfdrive.to//download/personal-construct-psychology-pdf,Personal construct psychology,,Psychology,2013,340,11.67,28
6097,https://pdfdrive.to//download/introduction-personality-individual-differences-and-intelligence-pdf,"Introduction personality, individual differences and intelligence","Liz Day, Ann Macaskill, John Maltby",Psychology,2007,687,23.81,47
6098,https://pdfdrive.to//download/fifty-years-of-personality-psychology-pdf,Fifty Years of Personality Psychology,"Robert Hogan, Kenneth H. Craik, Kenneth H. Craik (auth.), Raymond N. Wolfe (eds.)",Psychology,1993,317,32.81,33
6099,https://pdfdrive.to//download/individual-differences-and-personality-pdf-0,Individual Differences and Personality,Michael C. Ashton,Psychology,2007,365,1.9,99
6100,https://pdfdrive.to//download/individual-differences-and-personality-pdf-1,Individual Differences and Personality,Michael C. Ashton (Auth.),Psychology,2013,392,2.77,20
6101,https://pdfdrive.to//download/personality-and-individual-differences-current-directions-pdf,Personality and individual differences : current directions,"Richard, Hicks",Psychology,2010,342,6.21,20
6102,https://pdfdrive.to//download/handbook-of-psychology-volume-1-history-of-psychology-pdf-0,Handbook of psychology. Volume 1: History of psychology,Donald K. Freedheim (volume editor),Psychology,2003,610,2.9,61
6103,https://pdfdrive.to//download/advances-in-personality-psychology-pdf,Advances in Personality Psychology,,Psychology,2006,221,1.47,40
6104,https://pdfdrive.to//download/personality-individual-differences-intelligence-pdf,"Personality, Individual Differences & Intelligence","Liz Day, Ann Macaskill, John Maltby",Psychology,2007,687,23.82,71
6105,https://pdfdrive.to//download/personality-individual-differences-and-intelligence-2nd-edition-pdf,"Personality, Individual Differences and Intelligence, 2nd Edition",,Psychology,2010,815,30.6,30
6106,https://pdfdrive.to//download/personality-individual-differences-and-intelligence-pdf-1,"Personality, individual differences and intelligence","Liz Day, Ann Macaskill, John Maltby",Psychology,2006,687,23.82,35
6107,https://pdfdrive.to//download/a-life-worth-living-contributions-to-positive-psychology-series-in-positive-psychology-pdf,A Life Worth Living: Contributions to Positive Psychology (Series in Positive Psychology),"Mihaly Csikszentmihalyi, Isabella Selega Csikszentmihalyi",Psychology,2006,264,1.4,80
6108,https://pdfdrive.to//download/progress-in-self-psychology-v-20-transformations-in-self-psychology-pdf,"Progress in Self Psychology, V. 20: Transformations in Self Psychology",William J. Coburn,Psychology,2014,367,2.31,63
6109,https://pdfdrive.to//download/handbook-of-psychology-volume-5-personality-and-social-psychology-pdf-0,"Handbook of Psychology, Volume 5: Personality and Social Psychology","Theodore Millon, Melvin J. Lerner, Irving B. Weiner (editors)",Psychology,2003,691,2.83,51
6110,https://pdfdrive.to//download/social-psychology-13th-edition-pdf,Social Psychology (13th Edition),Don Byrne,Psychology,2011,539,32.02,1491
6111,https://pdfdrive.to//download/the-complete-book-of-birthdays-personality-predictions-for-every-day-of-the-year-pdf,The Complete Book of Birthdays: Personality Predictions for Every Day of the Year,Clare Gibson,Psychology,2016,419,10.85,208
6112,https://pdfdrive.to//download/personality-individual-differences-and-intelligence-pdf-2,"Personality, individual differences and intelligence","Liz, John, Day, Macaskill, Ann, Maltby",Psychology,2017,803,18.65,548
6113,https://pdfdrive.to//download/introduction-to-clinical-psychology-pdf,Introduction to Clinical Psychology,"Geoffrey P. Kramer, Douglas A. Bernstein",Psychology,2013,1601,9.63,512
6114,https://pdfdrive.to//download/hipnoz-bruce-goldberg,Hipnoz - Bruce Goldberg,Bruce Goldberg,Psychology,2013,167,0.73,57
6115,https://pdfdrive.to//download/divan-irvin-d-yalom,Divan - Irvin D. Yalom,Irvin D. Yalom,Psychology,2014,601,2.04,71
6116,https://pdfdrive.to//download/dort-arketip-carl-gustav-jung,Dört Arketip - Carl Gustav Jung,Carl Gustav Jung,Psychology,2013,250,1.05,71
6117,https://pdfdrive.to//download/konsantrasyon-adm-adm-mutlak-zihinsel-ve-ruhsal-hakimiyet-mouni-sadhu,Konsantrasyon Adım Adım Mutlak Zihinsel ve Ruhsal Hakimiyet - Mouni Sadhu,Mouni Sadhu,Psychology,2012,197,1.66,20
6118,https://pdfdrive.to//download/psikoloji-ve-din-carl-gustav-jung,Psikoloji Ve Din - Carl Gustav Jung,Carl Gustav Jung,Psychology,2014,122,0.51,36
6119,https://pdfdrive.to//download/yalanlar-bilimi-psikiyatri-thomas-szasz,Yalanlar Bilimi Psikiyatri - Thomas Szasz,Thomas Szasz,Psychology,2013,440,1.1,19
6120,https://pdfdrive.to//download/bir-yanlsamann-gelecegi-sigmund-freud,Bir Yanılsamanın Geleceği - Sigmund Freud,Sigmund Freud,Psychology,2013,70,0.39,61
6121,https://pdfdrive.to//download/a-love-episode-by-emile-zola,A Love Episode by Émile Zola,,Psychology,2004,,0.84,13
6122,https://pdfdrive.to//download/the-system-of-nature-or-the-laws-of-the-moral-and-physical-world-volume-2,"The System of Nature, or, the Laws of the Moral and Physical World. Volume 2",,Psychology,2005,,0.39,4
6123,https://pdfdrive.to//download/the-system-of-nature-or-the-laws-of-the-moral-and-physical-world-volume-1,"The System of Nature, or, the Laws of the Moral and Physical World. Volume 1",,Psychology,2005,,0.35,5
6124,https://pdfdrive.to//download/psychology-briefer-course-by-william-james,Psychology: Briefer Course by William James,,Psychology,2017,,3.39,34
6125,https://pdfdrive.to//download/psychology-a-study-of-mental-life-by-robert-sessions-woodworth,Psychology: A Study Of Mental Life by Robert Sessions Woodworth,,Psychology,2010,,3.92,20
6126,https://pdfdrive.to//download/psychology-an-elementary-text-book-by-hermann-ebbinghaus,Psychology: an elementary text-book by Hermann Ebbinghaus,,Psychology,2016,,2.41,10
6127,https://pdfdrive.to//download/psychology-and-social-practice-by-john-dewey,Psychology and Social Practice by John Dewey,,Psychology,2012,,0.16,17
6128,https://pdfdrive.to//download/la-psychologie-comme-science-naturelle-son-present-et-son-avenir-by-delboeuf,"La psychologie comme science naturelle, son présent et son avenir by Delboeuf",,Psychology,2017,,0.18,8
6129,https://pdfdrive.to//download/psychologie-und-logik-zur-einfuhrung-in-die-philosophie-by-theodor-elsenhans,Psychologie und Logik: zur Einführung in die Philosophie by Theodor Elsenhans,,Psychology,2013,,0.36,7
6130,https://pdfdrive.to//download/little-masterpieces-of-science-mind-by-george-iles,Little Masterpieces of Science: Mind by George Iles,,Psychology,2021,,0.38,10
6131,https://pdfdrive.to//download/an-introduction-to-psychology-by-wilhelm-max-wundt,An Introduction to Psychology by Wilhelm Max Wundt,,Psychology,2014,,0.27,40
6132,https://pdfdrive.to//download/mental-philosophy-including-the-intellect-sensibilities-and-will-by-joseph-haven,"Mental Philosophy: Including the Intellect, Sensibilities, and Will by Joseph Haven",,Psychology,2014,,0.52,15
